candidate	count	files	forms	first_source
suppose	2	2	"{""Suppose"": 2}"	epub/ch11.md:10
boundary	2	2	"{""boundaries"": 2}"	epub/ch11.md:10
weakness	2	2	"{""weaknesses"": 2}"	epub/ch11.md:13
text example	2	1	"{""text example"": 2}"	epub/ch11.md:19
character-oriented approach	2	1	"{""character-oriented approach"": 1, ""character-oriented approaches"": 1}"	epub/ch11.md:25
additional text	2	1	"{""additional text"": 2}"	epub/ch11.md:31
additional text manipulation	2	1	"{""additional text manipulations"": 2}"	epub/ch11.md:31
design-it-twice principle	2	1	"{""design-it-twice principle"": 2}"	epub/ch11.md:34
many level	2	2	"{""many levels"": 2}"	epub/ch11.md:34
gap	2	2	"{""gap"": 1, ""gaps"": 1}"	epub/ch11.md:34
multiple design	2	1	"{""multiple designs"": 2}"	epub/ch11.md:34
hour	2	2	"{""hour"": 1, ""hours"": 1}"	epub/ch11.md:37
try	2	2	"{""try"": 2}"	epub/ch11.md:40
waste	2	2	"{""waste"": 2}"	epub/ch12.md:10
next few chapter	2	1	"{""next few chapters"": 2}"	epub/ch12.md:13
few chapter	2	1	"{""few chapters"": 2}"	epub/ch12.md:13
turn	2	2	"{""turn"": 2}"	epub/ch12.md:31
significant amount	2	2	"{""significant amount"": 2}"	epub/ch12.md:37
high-level description	2	2	"{""high-level description"": 2}"	epub/ch12.md:37
rationale	2	1	"{""rationale"": 2}"	epub/ch12.md:37
method implementation	2	2	"{""method implementations"": 1, ""method implementation"": 1}"	epub/ch12.md:40
you'll end	2	2	"{""you'll end"": 2}"	epub/ch12.md:49
important comment	2	2	"{""important comments"": 2}"	epub/ch12.md:55
stale comment	2	2	"{""stale comments"": 1, ""Stale comments"": 1}"	epub/ch12.md:61
couldn't	2	2	"{""couldn't"": 2}"	epub/ch12.md:73
low-level	2	2	"{""low-level"": 2}"	epub/ch12.md:73
hardware	2	2	"{""hardware"": 2}"	epub/ch12.md:73
additional time	2	2	"{""additional time"": 2}"	epub/ch12.md:73
designer's	2	1	"{""designer's"": 2}"	epub/ch12.md:73
well-written comment	2	1	"{""well-written comment"": 1, ""Well-written comments"": 1}"	epub/ch12.md:112
good designer	2	2	"{""good designers"": 1, ""good designer"": 1}"	epub/ch12.md:115
simple way	2	1	"{""simple way"": 2}"	epub/ch13.md:10
javadoc	2	2	"{""Javadoc"": 2}"	epub/ch13.md:19
member	2	2	"{""member"": 2}"	epub/ch13.md:31
cross-module comment	2	1	"{""Cross-module comment"": 1, ""Cross-module comments"": 1}"	epub/ch13.md:37
same level	2	1	"{""same level"": 2}"	epub/ch13.md:49
same word	2	1	"{""same words"": 2}"	epub/ch13.md:91
second comment	2	1	"{""second comment"": 2}"	epub/ch13.md:142
width	2	1	"{""widths"": 1, ""width"": 1}"	epub/ch13.md:214
additional detail	2	2	"{""additional details"": 1, ""Additional details"": 1}"	epub/ch13.md:214
noun	2	2	"{""nouns"": 1, ""noun"": 1}"	epub/ch13.md:247
overall intent	2	1	"{""overall intent"": 2}"	epub/ch13.md:289
high-level information	2	1	"{""high-level information"": 2}"	epub/ch13.md:346
rpcs	2	1	"{""RPCs"": 2}"	epub/ch13.md:346
new comment	2	1	"{""new comment"": 2}"	epub/ch13.md:346
didn't	2	2	"{""didn't"": 2}"	epub/ch13.md:346
essence	2	2	"{""essence"": 2}"	epub/ch13.md:352
good higher-level comment	2	1	"{""good higher-level comment"": 2}"	epub/ch13.md:352
first sentence	2	1	"{""first sentence"": 2}"	epub/ch13.md:415
code isn't	2	2	"{""Code isn't"": 1, ""code isn't"": 1}"	epub/ch13.md:421
method work	2	1	"{""method works"": 1, ""methods work"": 1}"	epub/ch13.md:424
precondition	2	1	"{""preconditions"": 2}"	epub/ch13.md:475
C++ code	2	1	"{""C++ code"": 2}"	epub/ch13.md:544
particular name	2	2	"{""particular name"": 2}"	epub/ch13.md:547
lookup	2	2	"{""lookups"": 1, ""lookup"": 1}"	epub/ch13.md:550
age	2	1	"{""age"": 1, ""ages"": 1}"	epub/ch13.md:577
comparison function	2	1	"{""comparison function"": 2}"	epub/ch13.md:586
particular object	2	1	"{""particular object"": 2}"	epub/ch13.md:586
floating-point number	2	1	"{""floating-point numbers"": 2}"	epub/ch13.md:586
different server	2	1	"{""different servers"": 2}"	epub/ch13.md:592
excerpt	2	1	"{""excerpt"": 2}"	epub/ch13.md:598
first paragraph	2	1	"{""first paragraph"": 2}"	epub/ch13.md:691
half	2	2	"{""half"": 2}"	epub/ch13.md:691
private variable	2	2	"{""private variables"": 2}"	epub/ch13.md:691
several thing	2	2	"{""several things"": 2}"	epub/ch13.md:694
recovers	2	1	"{""recovers"": 2}"	epub/ch13.md:730
first version	2	2	"{""first version"": 2}"	epub/ch13.md:739
main goal	2	2	"{""main goal"": 2}"	epub/ch13.md:835
major block	2	2	"{""major blocks"": 2}"	epub/ch13.md:835
more abstract	2	2	"{""more abstract"": 2}"	epub/ch13.md:835
cross-module documentation	2	1	"{""cross-module documentation"": 2}"	epub/ch13.md:868
such documentation	2	1	"{""such documentation"": 2}"	epub/ch13.md:868
new status	2	1	"{""new status"": 1, ""New status"": 1}"	epub/ch13.md:868
new status value	2	1	"{""new status value"": 1, ""New status values"": 1}"	epub/ch13.md:868
status value	2	1	"{""status value"": 1, ""status values"": 1}"	epub/ch13.md:868
enum	2	1	"{""enum"": 2}"	epub/ch13.md:868
zombie server	2	1	"{""zombie servers"": 2}"	epub/ch13.md:958
confidence	2	2	"{""confidence"": 2}"	epub/ch13.md:1000
reviewer	2	2	"{""reviewer"": 1, ""reviewers"": 1}"	epub/ch13.md:1003
argue	2	2	"{""argue"": 2}"	epub/ch13.md:1003
poor name	2	1	"{""poor name"": 2}"	epub/ch14.md:7
poor name choice	2	1	"{""poor name choices"": 1, ""poor name choice"": 1}"	epub/ch14.md:7
mediocre	2	1	"{""mediocre"": 2}"	epub/ch14.md:7
mediocre name	2	1	"{""mediocre name"": 1, ""mediocre names"": 1}"	epub/ch14.md:7
late s	2	2	"{""late s"": 2}"	epub/ch14.md:13
graduate	2	1	"{""graduate"": 2}"	epub/ch14.md:13
graduate student	2	1	"{""graduate students"": 2}"	epub/ch14.md:13
zero	2	1	"{""zeroes"": 2}"	epub/ch14.md:13
logical block number	2	1	"{""logical block number"": 2}"	epub/ch14.md:16
match	2	2	"{""match"": 1, ""matches"": 1}"	epub/ch14.md:22
image	2	1	"{""image"": 2}"	epub/ch14.md:28
important aspect	2	2	"{""important aspects"": 2}"	epub/ch14.md:28
precise name	2	1	"{""precise name"": 1, ""precise names"": 1}"	epub/ch14.md:52
word blink	2	1	"{""word blink"": 2}"	epub/ch14.md:76
blink	2	1	"{""blink"": 2}"	epub/ch14.md:76
general rule	2	2	"{""general rule"": 2}"	epub/ch14.md:88
iteration variable	2	1	"{""iteration variables"": 1, ""iteration variable"": 1}"	epub/ch14.md:112
single variable	2	2	"{""single variable"": 2}"	epub/ch14.md:136
prefix	2	1	"{""prefix"": 2}"	epub/ch14.md:154
naming	2	1	"{""naming"": 2}"	epub/ch14.md:157
loop variable	2	1	"{""loop variables"": 2}"	epub/ch14.md:157
clutter	2	2	"{""clutter"": 2}"	epub/ch14.md:163
hungarian notation	2	1	"{""Hungarian Notation"": 2}"	epub/ch14.md:166
notation	2	1	"{""Notation"": 2}"	epub/ch14.md:166
ides	2	2	"{""IDEs"": 2}"	epub/ch14.md:166
class name	2	1	"{""class name"": 2}"	epub/ch14.md:169
go language	2	1	"{""Go language"": 1, ""go language"": 1}"	epub/ch14.md:175
gerrand	2	1	"{""Gerrand"": 2}"	epub/ch14.md:175
second version	2	1	"{""second version"": 2}"	epub/ch14.md:259
distance	2	1	"{""distance"": 2}"	epub/ch14.md:262
that's fine	2	2	"{""that's fine"": 2}"	epub/ch14.md:265
first guess	2	2	"{""first guess"": 1, ""first guesses"": 1}"	epub/ch14.md:274
much thought	2	2	"{""much thought"": 2}"	epub/ch14.md:274
few day	2	2	"{""few days"": 2}"	epub/ch15.md:19
class interface	2	2	"{""class interface"": 2}"	epub/ch15.md:31
comments-first approach	2	1	"{""comments-first approach"": 2}"	epub/ch15.md:52
mine	2	1	"{""mine"": 2}"	epub/ch15.md:61
long comment	2	1	"{""long comment"": 2}"	epub/ch15.md:61
indicator	2	1	"{""indicator"": 2}"	epub/ch15.md:67
measure	2	2	"{""measure"": 2}"	epub/ch15.md:70
outset	2	2	"{""outset"": 2}"	epub/ch16.md:7
system's evolution	2	1	"{""system's evolution"": 2}"	epub/ch16.md:7
evolution	2	1	"{""evolution"": 2}"	epub/ch16.md:7
farther	2	1	"{""farther"": 2}"	epub/ch16.md:37
code file	2	1	"{""code file"": 2}"	epub/ch16.md:37
method's name	2	1	"{""method's name"": 2}"	epub/ch16.md:40
source code	2	2	"{""source code"": 2}"	epub/ch16.md:67
source code repository	2	2	"{""source code repository"": 2}"	epub/ch16.md:67
code repository	2	2	"{""code repository"": 2}"	epub/ch16.md:67
obvious single place	2	1	"{""obvious single place"": 2}"	epub/ch16.md:76
revision control	2	1	"{""revision control"": 2}"	epub/ch16.md:79
user manual	2	1	"{""user manual"": 2}"	epub/ch16.md:85
manual	2	1	"{""manual"": 2}"	epub/ch16.md:85
style guideline	2	1	"{""Style guidelines"": 1, ""style guidelines"": 1}"	epub/ch17.md:22
code's behavior	2	1	"{""code's behavior"": 2}"	epub/ch17.md:31
new convention	2	1	"{""new conventions"": 1, ""new convention"": 1}"	epub/ch17.md:37
automated checker	2	1	"{""Automated checkers"": 1, ""automated checkers"": 1}"	epub/ch17.md:46
line termination	2	1	"{""line termination"": 2}"	epub/ch17.md:49
termination	2	1	"{""termination"": 2}"	epub/ch17.md:49
rome	2	1	"{""Rome"": 2}"	epub/ch17.md:58
new idea	2	2	"{""new idea"": 1, ""new ideas"": 1}"	epub/ch17.md:61
new information	2	2	"{""new information"": 2}"	epub/ch17.md:61
old convention	2	1	"{""old convention"": 2}"	epub/ch17.md:61
own code	2	2	"{""own code"": 2}"	epub/ch18.md:13
obviousness	2	1	"{""obviousness"": 2}"	epub/ch18.md:13
precise	2	2	"{""Precise"": 1, ""precise"": 1}"	epub/ch18.md:19
meaningful name	2	1	"{""meaningful names"": 2}"	epub/ch18.md:19
white space	2	1	"{""white space"": 1, ""White space"": 1}"	epub/ch18.md:25
handler function	2	1	"{""handler functions"": 1, ""handler function"": 1}"	epub/ch18.md:205
java example	2	1	"{""Java example"": 2}"	epub/ch18.md:241
main program	2	1	"{""main program"": 1, ""main programs"": 1}"	epub/ch18.md:271
interface inheritance	2	1	"{""interface inheritance"": 1, ""Interface inheritance"": 1}"	epub/ch19.md:16
same method	2	1	"{""same methods"": 1, ""same method"": 1}"	epub/ch19.md:16
disk file	2	1	"{""disk files"": 2}"	epub/ch19.md:16
high complexity	2	1	"{""high complexity"": 2}"	epub/ch19.md:25
helper	2	1	"{""helper"": 2}"	epub/ch19.md:28
helper class	2	1	"{""helper classes"": 2}"	epub/ch19.md:28
practitioner	2	1	"{""practitioners"": 2}"	epub/ch19.md:40
customer	2	1	"{""customers"": 1, ""customer"": 1}"	epub/ch19.md:40
separate QA	2	1	"{""separate QA"": 2}"	epub/ch19.md:55
QA	2	1	"{""QA"": 2}"	epub/ch19.md:55
second kind	2	2	"{""second kind"": 2}"	epub/ch19.md:58
byte-code compiler	2	1	"{""byte-code compiler"": 2}"	epub/ch19.md:67
object-oriented software	2	1	"{""Object-Oriented Software"": 1, ""object-oriented software"": 1}"	epub/ch19.md:88
new software	2	2	"{""new software"": 2}"	epub/ch19.md:115
high performance	2	1	"{""high performance"": 2}"	epub/ch20.md:7
optimization	2	1	"{""optimizations"": 1, ""optimization"": 1}"	epub/ch20.md:13
m	2	1	"{""ms"": 2}"	epub/ch20.md:19
overall performance	2	1	"{""overall performance"": 2}"	epub/ch20.md:28
ramcloud project	2	1	"{""RAMCloud project"": 2}"	epub/ch20.md:31
latency	2	2	"{""latency"": 1, ""latencies"": 1}"	epub/ch20.md:43
networking	2	1	"{""networking"": 2}"	epub/ch20.md:43
many other thing	2	2	"{""many other things"": 2}"	epub/ch20.md:43
simple code	2	1	"{""simpler code"": 1, ""simple code"": 1}"	epub/ch20.md:46
speedup	2	1	"{""speedup"": 2}"	epub/ch20.md:55
overall system performance	2	1	"{""overall system performance"": 2}"	epub/ch20.md:61
simplest	2	1	"{""simplest"": 2}"	epub/ch20.md:70
memory copying	2	1	"{""memory copying"": 2}"	epub/ch20.md:82
linear array	2	1	"{""linear array"": 2}"	epub/ch20.md:82
discontiguous chunk	2	1	"{""discontiguous chunks"": 2}"	epub/ch20.md:82
external chunk	2	1	"{""External chunks"": 1, ""external chunks"": 1}"	epub/ch20.md:82
memory copy	2	1	"{""memory copies"": 2}"	epub/ch20.md:82
first chunk	2	1	"{""first chunk"": 2}"	epub/ch20.md:88
large object	2	1	"{""large object"": 2}"	epub/ch20.md:91
possible case	2	1	"{""possible case"": 2}"	epub/ch20.md:97
last existing chunk	2	1	"{""last existing chunk"": 2}"	epub/ch20.md:97
existing chunk	2	1	"{""existing chunk"": 2}"	epub/ch20.md:97
performance-critical path	2	2	"{""performance-critical paths"": 1, ""performance-critical path"": 1}"	epub/ch20.md:106
total buffer	2	1	"{""total Buffer"": 2}"	epub/ch20.md:118
total buffer length	2	1	"{""total Buffer length"": 2}"	epub/ch20.md:118
n	2	1	"{""ns"": 2}"	epub/ch20.md:121
external constraint	2	1	"{""external constraints"": 2}"	epub/ch21.md:16
good taste	2	1	"{""good taste"": 2}"	epub/ch21.md:64
taste	2	1	"{""taste"": 2}"	epub/ch21.md:64
professor	2	1	"{""Professor"": 2}"	epub/summary.md:106
U	2	1	"{""U"": 2}"	epub/summary.md:106
berkeley	2	1	"{""Berkeley"": 2}"	epub/summary.md:106
national	2	1	"{""National"": 2}"	epub/summary.md:106
